Split,Image path,Label
Train,/content/real_vs_fake/real-vs-fake/train/fake/0G6DNVAF9O.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/23949.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/53395.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/54346.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/APLG0C1035.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/22772.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/ZPUZ5B2Y95.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/66941.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/3NMKZ9HDKL.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/12599.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/68212.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/20287.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/01771.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/65894.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/18615.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/04695.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/60740.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/GOMWDQKNKX.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/2YW3S907MZ.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/E3MWOI0LKP.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/31035.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/10990.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/66229.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/KEQ4PDUZDG.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/43890.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/KRDP2GSUTU.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/RC2QHENP37.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/MSFYATKHDZ.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/69433.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/30422.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/31516.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/EGIS5KQEFT.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/03620.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/3D5XA3R52W.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/01770.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/58280.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/48500.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/28298.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/57636.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/56197.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/67101.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/19K32ONS5I.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/IM1BSSBVBD.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/TTYQ99UGPL.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/FGKA49D735.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/WD6ZI32Z6V.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/S7VMHN9DEC.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/4E60N6C6ZZ.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/08035.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/18376.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/30387.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/24964.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/38949.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/PL85IDOS6A.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/40933.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/17384.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/X5D7RZZ1MW.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/29930.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/25975.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/IFCY7R1C68.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/WGEWYI0DSD.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/59430.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/48756.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/25922.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/37823.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/09696.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/6CSR0QBJJF.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/18446.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/58605.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/W9Y03TIO6G.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/HPTRKF66GB.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/39WA0Y67XX.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/08988.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/4ASM12RWMB.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/I7WHDUNRJ0.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/D6AS2G7QVK.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/24233.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/9Y6B6K1IVB.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/8KK6GUWE4O.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/22593.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/27752.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/18420.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/W04A5MT5FY.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/57223.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/2ZRCGTYPY3.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/63292.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/1V22ILIRB0.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/31131.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/43459.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/FZ2YSNXO9S.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/17297.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/VAXJYVHC5A.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/OLNWD6ZMXR.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/50849.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/52999.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/05491.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/4KA2OSUS55.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/IJ9AP0ZV6W.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/40999.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/41878.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/OITRUACOMC.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/Q2MT018XZD.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/SIL2MZMCMR.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/21895.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/26046.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/24517.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/Z82HH6EE1L.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/59374.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/BOD56FMXMV.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/G1WJGYZRNS.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/15816.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/06956.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/793QUAE5Z4.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/24350.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/CZ60QLLJVB.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/PW64IXCLIS.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/34993.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/02201.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/DUQBNEPA71.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/2TGMGXYENT.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/8QS7OQUG2M.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/6L6Z6DVL7Z.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/38555.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/69303.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/06060.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/42620.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/13322.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/19938.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/57475.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/06119.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/RNMJWS4LC1.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/22638.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/42622.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/4VJJNV1MIZ.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/32539.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/10573.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/NWTC3YMSI2.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/IZ37XNFYD5.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/61740.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/65298.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/QAEV2OCJIO.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/10650.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/04957.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/523YB7E7EM.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/49524.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/AZQ7Z66CVX.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/EPTK5NBWF2.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/92WKV7LIV8.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/36850.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/Y0XI8QTTSB.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/0K6ELBC035.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/YBDTTVNZ9F.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/07891.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/EGJO7IVW43.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/NSNYQS1LS7.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/3QP6CUWKCI.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/JT4HUXYNIA.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/40101.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/21265.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/O10AMC0KXI.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/5VR9MEX9Y0.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/4MEMSK1UOD.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/GF85UPNZ4X.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/N5FW4M9WAQ.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/EWHAY205V9.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/99BEV1IOD4.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/7WUH8574WG.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/67815.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/OWK57Z7D7H.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/BUIT9APUVR.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/69176.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/01996.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/UAZMGCMSOK.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/67130.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/41744.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/05587.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/NXJ5MXLPDO.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/1HD33KZR6W.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/55Z5YT8W1L.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/43047.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/8PPWSGT4XF.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/W93UBWQENJ.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/61621.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/18479.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/AYHJ0LQW44.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/18560.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/19980.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/WV01VLAXZ9.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/F6HII4EX8C.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/OGV1F9PXVR.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/22889.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/M3NZJBZBFI.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/SP0VKTOLEK.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/2B1F5T8PHP.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/07081.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/9TA88GNH0J.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/QK7SHLN7BK.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/M6CTN9KTPQ.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/34486.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/58799.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/C4W7M8XTU4.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/ZOYC54Q4LQ.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/33JRKURB09.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/41337.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/62969.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/P0X9J3RN2T.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/AKV4ZNU3O4.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/9Q2C61JAUA.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/18055.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/07639.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/26416.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/VML89OT7KH.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/60576.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/12595.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/36610.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/5K1MPXNF2A.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/43242.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/K1J0LQ72HH.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/6I7YM92RWP.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/0IBVQPCZ4N.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/07992.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/6PUZB0JXK0.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/XEN6VFRQVP.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/46928.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/VKPZMODWXH.jpg,1
